Name,Category,HD,+/-,Num,Spd,Alt Spd,Atk,Def,Description,T1,T2,T3,Tags
"Lizard, Giant Chameleon",Predator,5,,d3,30,,DEX,DEX,"Giant horned chameleons average 8' to 10' in length. They are typically green, but can change color to blend into their surroundings.
Giant horned chameleon have very long tongues, able to spring out up to 20' forward; the sticky muscular ball on the end grabs on to the chameleon's prey, and the chameleon then drags the prey to its mouth.",Advantage to stealth checks,"Hit: grabbled by tongue, damage each round",,"basic-fantasy, beast"
"Lizard, Giant Tuatara",Predator,6,,d2,30,,DEX,DEX,"Giant tuataras are large, being 10' to 12' long, and heavily built.
They are predators with a powerful shearing bite.
Giant tuataras are more resistant to cold than most lizards, and are thus sometimes found hunting deep underground.
They are also known to hibernate in cold weather.",,,,"basic-fantasy, beast"
"Lycanthrope, Werebear",Brute,6,,d4,30,,STR,STR,"Werebears are humans that can transform into large bears.
When in human form, they typically appear as wellmuscled, imposing figures, with an abundance of thick hair. Werebears typically dwell in deep forests, far from civilization.
They are distrustful of those that they do not know, but will ferociously defend those that they have befriended.",,,,"basic-fantasy, monstrosity"
"Lycanthrope, Wereboar",Brute,4,,d4,60,,STR,STR,"Wereboars in human form tend to be a stocky, muscular individuals of average height.
They dress in simple garments that are easy to remove, repair, or replace.
In either form, wereboars are as aggressive and ferocious as normal boars.",,,,"basic-fantasy, monstrosity"
"Lycanthrope, Weretiger",Predator,5,,d4,60,,STR,STR,"Weretigers are humans that can transform into tigers. In human form, they tend to be tall, trim, and very agile.
They tend to live and hunt close to human settlements, and are excellent trackers.
Weretigers will typically only attack if provoked. ",,,,"basic-fantasy, monstrosity"
"Lycanthrope, Werewolf",Predator,4,,d6,60,,STR,STR,"Werewolves in human form have no distinguishing traits.
They may be found anywhere humans are found.
They are ferocious predators, equally willing to eat animal or human flesh.",,,,"basic-fantasy, monstrosity"
Manticore,Predator,6,1,d2,30,60,STR,STR,"Manticores look like an overgrown lion with thick leathery wings and an ugly humanoid face, often like that of a human or bearded dwarf.
Their tail ends in an assortment of spikes, which the beast may fire as projectiles; a maximum of 24 are available, and the manticore regrows 1d6 per day. A typical manticore is about 10 feet long and weighs about 1,000 pounds.
Manticores are vicious predators, having a preference for human flesh. They will use their ranged attacks to “soften up” potential prey before closing to melee.",,,,"basic-fantasy, monstrosity"
Mastodon,Brute,15,,2d8,30,,STR,STR,"Mastodons (and mammoths, which can also be represented by the above statistics) are hairy relatives of the elephant found in cold “lost world” areas.
A mastodon has no treasure as such, but the tusks of a mastodon are worth 2d4 x 100 sp.",,,,"basic-fantasy, beast"
Mermaid,Shaper,1,,3d6,30,30,DEX,DEX,"Mermaids have the upper bodies of humans and the lower bodies of dolphins. Also called “sirens,” mermaids often attempt to lure sailors to their doom.
They accomplish this by means of their enchanting songs which will attract any humans within 100ft.
Mermaids arm themselves with spears or daggers. They hunt fish and harvest kelp for food.",Swimming 30ft.,Spell: Charm person all who hear their song. Adv. if multiple mermaids sing,,"basic-fantasy, humanoid"
Mummy,Brute,5,,d4,20,,STR,STR,"Mummies are undead monsters, linen-wrapped preserved corpses animated through the auspices of dark desert gods best forgotten. Most mummies are 5 to 6 feet tall and weigh about 120 pounds. ","Immune to sleep, charm and hold magic and non-magical weapons","Hit: CON save or contract mummy rot, cannot heal until cured",,"basic-fantasy, undead"
Nixie,Shaper,1,,2d20,30,30,STR,STR,"Nixies are small water fairies. Most nixies are slim and comely, with lightly scaled, pale green skin and dark green hair. They often twine shells and pearl strings in their hair and dress in wraps woven from colorful seaweed.
Nixies prefer not to leave their lakes. A nixie stands about 4 feet tall and weighs about 45 pounds.
Nixies are fey creatures, and thus unpredictable. However, they are rarely malicious, attacking only when they feel threatened.
A group of nixies will often have a school of giant bass living nearby who can be called to their aid.",Swimming 30ft.,10 Nixies can together cast charm person,,"basic-fantasy, fey"
"Octopus, Giant",Predator,7,,d2,0,30,STR,STR,"These creatures are aggressive and territorial hunters, with arms reaching 10 feet or more in length.
Their tentacles are studded with barbs and sharp-edged suckers. In order to bite a creature, the giant octopus must hit with at least two tentacles first.","Flee: will squirt cloud of ""ink"" 40ft in diameter and jet away at twice normal speed.",Swimming 30ft.,,"basic-fantasy, beast"
Pegasus,Soldier,4,,d12,90,150,STR,STR,"The pegasus is a magnificent winged horse. Though highly prized as aerial steeds, pegasi are wild and shy creatures not easily tamed. A typical pegasus stands 6 feet high at the shoulder, weighs 1,500 pounds, and has a wingspan of 20 feet.
A pegasus can carry up to 80 LOAD.",,,,"basic-fantasy, monstrosity"
Pixie,Shaper,1,,2d4,30,60,DEX,DEX,"Pixies are winged fairies often found in forested areas. They wear bright clothing, often including a cap and shoes with curled and pointed toes. A pixie stands about 2-1/2 feet tall and weighs about 30 pounds.
Pixies are whimsical, enjoying nothing so much as a good joke or prank, especially at the expense of a ""big person"" like a human or demi-human.",Flying 60ft.,Invisible at will,,"basic-fantasy, fey"
Purple Worm,Predator,15,,d2,20,20,STR,STR,"Purple worms are gigantic subterranean monsters; they are rarely found above ground. The body of a mature purple worm is 5-8 feet in diameter and 60-100 feet long, weighing about 40,000 pounds.","Burrowing 20ft.
Blindsight 60ft.",Tail string: CON save vs poison or die,"Hit: on a score of 20+ the caecilia swallows its target - restrained, damage per round and can fight from inside with small weapons e.g. dagger","basic-fantasy, monstrosity"
Rat,Predator,1,,5d10,20,10,DEX,DEX,"These omnivorous rodents thrive almost anywhere. Normal rats attack as a swarm; each point of damage done to the swarm reduces their numbers by one animal.
A small group of up to four, will generally be shy, but larger packs attack fearlessly, biting and chewing with their sharp incisors.",Swimming 10ft.,"1-in-20 chance of getting a disease, unless a CON save vs. Poison is made.
Fail: lose d6 CON",,"basic-fantasy, beast"
"Rhagodessa, Giant",Predator,7,,1,60,60,STR,STR,"The rhagodessa is related to both spiders and scorpions, though it is not properly either. Rhagodessas have ""pedipalps,"" an elongated extra pair of legs in front that have sticky pads on them for capturing prey.
Giant rhagodessas are the size of a pony. Those found in desert terrain are generally marked in yellow, red, and brown, while those found underground may be black or white in color (those found in the deepest caverns are always white).

upside down.",Climbing 60ft,Hit: grappled by sticky leg and bite next turn,,"basic-fantasy, beast"
"Rhinoceros, Black",Brute,8,,d12,30,,STR,STR,"The rhinoceros is infamous for its bad temper and willingness to charge intruders.
The statistics presented here are based on the African black rhino, which is 6 to 14 feet long, 3 to 6 feet high at the shoulder, and weighs up to 6,000 pounds.
These statistics can describe any herbivore of similar size and similar natural weapons (antlers, horns, tusks, or the like).",Charge: may double movement and attack in a single round,,,"basic-fantasy, beast"
"Rhinoceros, Woolly",Brute,12,,d8,30,,STR,STR,"The woolly rhinoceros is a prehistoric beast with long fur, found in primitive “lost world” areas in colder territories.
They behave much as the black rhino, infamous for its bad temper and willingness to charge intruders.",Charge: may double movement and attack in a single round,,,"basic-fantasy, beast"
"Roc, Normal",Predator,6,,d12,20,150,STR,DEX,"Rocs are birds similar to eagles, but even a “normal” roc is huge, being about 9 feet long and having a wingspan of 24 feet. A roc’s plumage is either dark brown or golden from head to tail.
A roc attacks from the air, swooping earthward to snatch prey in its powerful talons and carry it off for itself and its young to devour.
A solitary roc is typically hunting and will attack any human-sized or larger creature that appears edible. A mated pair of rocs attack in concert, fighting to the death.
to defend their nests or hatchlings.",Flying 150ft.,Hit: grappled with claws and carry away,,"basic-fantasy, monstrosity"
"Roc, Large",Predator,12,,d8,20,150,STR,DEX,"Rocs are birds similar to eagles, large rocs are about 18 feet long and have wingspans of around 48 feet. A roc’s plumage is either dark brown or golden from head to tail.
A roc attacks from the air, swooping earthward to snatch prey in its powerful talons and carry it off for itself and its young to devour.
A solitary roc is typically hunting and will attack any human-sized or larger creature that appears edible. A mated pair of rocs attack in concert, fighting to the death.",Flying 150ft.,Hit: grappled with claws and carry away,,"basic-fantasy, monstrosity"
"Roc, Giant",Predator,32,,1,20,150,STR,DEX,"Rocs are birds similar to eagles, giant rocs average 30 feet long and have massive wingspans of around 80 feet. A roc’s plumage is either dark brown or golden from head to tail.
A roc attacks from the air, swooping earthward to snatch prey in its powerful talons and carry it off for itself and its young to devour.
A solitary roc is typically hunting and will attack any human-sized or larger creature that appears edible. A mated pair of rocs attack in concert, fighting to the death.",Flying 150ft.,Hit: grappled with claws and carry away,,"basic-fantasy, monstrosity"
Rust Monster,Predator,5,,d4,30,,DEX,DEX,"The hide of these creatures varies in colour from a yellowish tan underside to a rust-red upper back. The typical rust monster measures 5 feet long and 3 feet high, weighing 200 pounds.
A rust monster’s prehensile antennae can rust metals on contact.
The metal oxides created by this monster are its food; a substantial amount of metal dropped in its path may cause it to cease pursuit of metal-armoured characters.","Touch metal: non-magical weapons are ruined, magical weapons -1",,,"basic-fantasy, monstrosity"
Sabre-Tooth Cat,Predator,8,,d4,60,,DEX,DEX,"The sabre-tooth cat, or smilodon, is a prehistoric great cat with very large canine teeth. They behave much as do mountain lions or jaguars.",,,,"basic-fantasy, beast"
"Salamander, Flame",Predator,8,,d4,30,,DEX,DEX,"Flame salamanders come from the Elemental Plane of Fire. They look like giant snakes, more than 12' long, with dragonlike heads and lizard forelimbs. Their scales are all the colors of flame, red and orange and yellow.
Can arrive through naturally-occurring dimensional rifts, or they may be summoned by high-level Magic-Users often to protect a location, doorway, or treasure hoard.
Flame salamanders are intelligent; they speak the language of the Plane of Fire, and many will also know Elvish, Common, and/or Dragon.",Immune to non-magical weapons,Within 20ft. Suffer d8 heat damage,,"basic-fantasy, elemental"
"Salamander, Frost",Predator,12,,d3,30,,DEX,DEX,"Frost salamanders come from the Elemental Plane of Water. They look like giant lizards with six legs. Their scales are the colors of ice, white, pale gray and pale blue.
Can arrive through naturally-occurring dimensional rifts, or they may be summoned by high-level Magic-Users often to protect a location, doorway, or treasure hoard.
They are quite intelligent; all speak the language of the Plane of Water, and many also speak Common, Elvish, and/or Dragon.",Immune to non-magical weapons,Within 20ft. Suffer d8 cold damage,,"basic-fantasy, elemental"
"Scorpion, Giant",Predator,4,,d6,60,,DEX,DEX,"Giant scorpions are quite large, sometimes as large as a donkey. They are aggressive predators and generally attack on sight.
Giant scorpions are most commonly found in desert areas or caverns.",Hit: CON save vs poison or die,,,"basic-fantasy, beast"
Sea Serpent,Brute,6,,2d6,30,90,STR,STR,"Sea serpents are, obviously, serpentine monsters which live in the sea. They range from 20' to 40' long.",Wrap around a ship and constrict,,,"basic-fantasy, monstrosity"
"Shark, Bull",Predator,2,,3d6,0,60,STR,STR,"Bull sharks are so named because of their stocky, broad build. Bull sharks can grow up to 7ft long and weigh around 200 pounds.
Bull sharks are able to tolerate fresh water, and often travel up rivers in search of prey.",,,,"basic-fantasy, beast"
"Shark, Great White",Predator,8,,d4,0,60,STR,STR,"Great white sharks range from 12ft. to 15ft. in length on the average, though specimens ranging up to 30ft. in length have been reported.
They are apex predators.
Great white sharks have the ability to sense the electromagnetic fields of living creatures, allowing them to find prey even when light or water clarity are poor, and are able to smell blood at great distances.",,,,"basic-fantasy, beast"
"Shark, Mako",Predator,4,,2d6,0,90,STR,STR,"Mako sharks are fast-moving predators found in temperate and tropical seas. They average 9ft. to 13ft. in length and weigh up to 1,750 pounds.
Mako sharks are known for their ability to leap out of the water; they are able to leap up to 20ft. in the air.",,,,"basic-fantasy, beast"
Shrieker,Shaper,3,,d8,0,,CON,CON,"A shrieker is a large (3ft. to 5ft. tall and about the same size across), semi-mobile fungus that emits a loud noise as a defense mechanism when disturbed. Shriekers live in dark, subterranean places.
They come in several shades of purple.
A shrieker has no means of attack. Instead, it lures monsters to its vicinity by emitting a loud noise. Movement or a light source within 10 feet of a shrieker causes the fungus to emit a piercing sound.",Roll on travel turn table each round,,,"basic-fantasy, plant"
"Snake, Python",Predator,5,,d3,30,,DEX,DEX,,"Hit: Grappled, wraps around victim and contrict damage each round",,,"basic-fantasy, beast"
"Snake, Sea",Predator,3,,d8,10,30,DEX,DEX,"Sea snakes are relatively small; the largest varieties rarely exceed 6ft. in length. They have relatively small heads, and are very stealthy in the water.
Fortunately, sea snakes rarely attack; only if molested (grabbed, stepped on, etc.) will they do so. They are very clumsy when out of the water.",Swimming 30ft.,Adv. to Stealth checks,Hit: CON save vs. poison or die,"basic-fantasy, beast"
Spectre,Shaper,6,,d4,30,90,STR,STR,"A spectre looks much as it did in life and can be easily recognized by those who knew the individual or have seen the individual’s face in a painting or a drawing.
In many cases, the evidence of a violent death is visible on its body. A spectre is roughly human-sized and is weightless.","Immune to sleep, charm and hold magic and non-magical weapons",Hit: -2 CON,,"basic-fantasy, undead"
"Spider, Giant Tarantula",Predator,4,,d3,30,30,DEX,DEX,"Giant tarantulas are huge, hairy spiders, about the size of a pony. They run down their prey much as wolves do.","On a hit: CON Save or have painful spasms which resemble a frantic dance for d12 turns.
This dance has a magical effect on onlookers, and they may be affected. Anyone watching must WIS Save or start to dance in the same way.
Dancing victims have Disadv. on all checks and attackers have Adv. against the victim.
Those caught while watching will dance as long as the original victim. ",,,"basic-fantasy, beast"
Sprite,Sniper,0.5,,3d6,20,60,DEX,DEX,"Sprites are reclusive fey creatures, looking like tiny elves just a foot tall with dragonfly-like wings.
They go out oftheir way to fight evil and ugliness and to protect their homelands.
Sprites fight their opponents with spell-like abilities and pint-sized weaponry. They prefer ambushes and other trickery over direct confrontation.",Spell: 5 sprites together can cast Bestow Curse,,,"basic-fantasy, fey"
"Squid, Giant",Predator,6,,d4,0,30,STR,STR,"These voracious creatures can have bodies more than 20 feet long and attack almost anything they meet.
Their tentacles are studded with barbs and sharp-edged suckers.
In order to bite a creature, the giant squid must hit with at least two tentacles first.",Swimming 30ft.,"8 tentacle attacks
Hit: Can also bite",,"basic-fantasy, beast"
Tentacle Worm,Predator,3,,d3,30,,STR,STR,"Tentacle worms appear to be giant worms of some sort, averaging 6 to 8 feet long. Their heads are pasty white or grey, but their bodies vary from livid pink or purple to deep green in color.
Their tentacles splay out from around the creature's ""neck."" Some sages believe they are the larval form of some other monster, but this has never been proven.
Their tentacles paralyse their prey, if all opponents of a tentacle worm are rendered paralyzed, it will begin to feed upon the paralysed victims.",3 attacks. Hit: CON save or paralysed,,,"basic-fantasy, monstrosity"
Tiger,Predator,6,,d3,60,,STR,STR,These great cats stand more than 3 feet tall at the shoulder and are about 9 feet long. They weigh from 400 to 600 pounds.,,,,"basic-fantasy, beast"
Titanothere,Brute,12,,2d6,30,,STR,STR,"A titanothere is a huge prehistoric animal that resembles the rhinoceros; adults average 10' tall and 13' long. They have large, forked horns rather than the pointed horns of rhinos.
Like rhinos, they are herd animals, and males aggressively defend the herd.",,,,"basic-fantasy, beast"
Treant,Leader,8,,d8,20,,STR,STR,"A treant is a large, roughly humanoid tree-man. Treants have leaves of deep green in the spring and summer. In the fall and winter the leaves change to yellow, orange, or red, but they rarely fall out.
A motionless treant is nearly indistinguishable from a tree. A treant is about 30 feet tall, with a ""trunk"" about 2 feet in diameter. It weighs about 4,500 pounds. 
Treants speak their own language, plus Common and Elvish. Most also can manage a smattering of just about all other humanoid tongues, at least enough to say ""Get away from my trees!""
Treants prefer to watch potential foes carefully before attacking. They often charge suddenly from cover to trample the despoilers of forests. If sorely pressed, they animate trees as reinforcements.",Animate trees within 180ft. at will,,,"basic-fantasy, plant"
Troglodyte,Soldier,2,,d8,30,,STR,STR,"Troglodytes are very intelligent lizardlike humanoid creatures. They have large red eyes and spiny ""combs"" on their legs, head, and arms. They normally stand 5 to 6 feet tall.
They can change colour at will.
Troglodytes secrete a smelly oil that keeps their scaly skin supple. All mammals (including, of course, all the standard character races) find the scent repulsive.
Troglodytes are very hostile, attacking equal or weaker non-troglodyte groups on sight. They prefer to attack with surprise, depending on their color-changing ability for this.",Advantage to stealth checks,DisAdv. to attack rolls of enemies within 10ft.,,"basic-fantasy, humanoid"
Troll,Brute,6,,d8,30,,STR,STR,"A typical adult troll stands 9 feet tall and weighs 500 pounds. A troll’s rubbery hide is moss green, mottled green and gray, or putrid gray. The hair is usually greenish black or iron gray.
Trolls walk upright but hunched forward with sagging shoulders. Their gait is uneven, and when they run, their arms dangle and drag along the ground. For all this seeming awkwardness, trolls are very agile.
Trolls are hateful creatures, reveling in combat and bloodshed. Though trolls could easily use a variety of weapons, they much prefer the sensation of flesh being rent by their teeth and claws.",Regenerate 1 hp per round,2 attacks,,"basic-fantasy, giant"
Unicorn,Predator,4,,d6,90,,STR,STR,"Unicorns are horselike creatures having a single spirallytwisted horn in the middle of the forehead. A typical adult unicorn grows to 8 feet in length, stands 5 feet high at the shoulder, and weighs 1,200 pounds. A unicorn has deep sea blue, violet, brown, or fiery gold eyes. 
Unicorns normally attack only when defending themselves or their forests. They either charge, impaling foes with their horns like lances, or strike with their hooves.
A unicorn can carry up to 60 LOAD.","Spells: Cure Light Wounds, Dimension Door",,,"basic-fantasy, celestial"
Alicorn,Predator,4,,d8,90,,STR,STR,"An Alicorn resembles a unicorn in all details, save that they always have yellow, orange or red eyes, and (if one gets close enough to see) pronounced, sharp canine teeth.
Alicorns are as evil as unicorns are good, using their razor sharp horns and clawlike hooves as weapons. They attack any weaker creatures for the sheer pleasure of killing, but will try to avoid stronger parties.",Invisible at will,,,"basic-fantasy, celestial"
Urgoblin,Soldier,2,,0,30,,STR,STR,"These creatures appear to be normal hobgoblins, but urgoblins are actually a mutant subspecies. Urgoblins are able to regenerate much as do trolls.
Some hobgoblin tribes consider urgoblins an abomination, and kill them whenever they can be identified. Other hobgoblin tribes employ them as bodyguards for the chieftain, and accord them great honor. There are even rumors of a tribe entirely made up of urgoblins.",Regenerate 1 hp per round,,,"basic-fantasy, goblinoid, humanoid"
Vampire,Leader,8,,d6,30,60,STR,STR,"Vampires appear just as they did in life, although their features are often hardened and feral, with the predatory look of wolves. They often embrace finery and decadence and may assume the guise of nobility. Despite their human appearance, vampires can be easily recognized, for they cast no shadows and throw no reflections in mirrors. They speak any languages they knew in life.
Slaying a Vampire: Reducing a vampire’s hit points to 0 doesn’t always destroy it. However, certain attacks can slay vampires. Exposing any vampire to direct sunlight or running water destroys it in three rounds. Driving a wooden stake through a vampire’s heart instantly slays the monster. However, it returns to life if the stake is removed, unless the body is destroyed, by water or sunlight as described above, or by burning it completely in a funeral pyre.","Immune to sleep, charm and hold magic and non-magical weapons
Command the lesser creatures of the night and once per day can call forth 10d10 rats, 5d4 giant rats, 10d10 bats, 3d6 giant bats, or a pack of 3d6 wolves.","Hit: bite restore vampire hp equal to damage caused.
If the victim dies, they will rise as a new vampire","Spells: Charm person, Assume Giant Bat form","basic-fantasy, undead"
"Weasel, Giant",Predator,1,1,d8,60,,DEX,DEX,"Giant weasels resemble their more normally sized cousins, having long bodies, short legs, and pointed, toothy snouts. They are predatory animals, hunting those creatures smaller than themselves.",Hit: Bite and hang on,,,"basic-fantasy, beast"
"Whale, Killer",Predator,6,,d6,0,90,STR,STR,"These ferocious creatures are about 30 feet long. Killer whales, also called ""orca"" (both singular and plural), are strikingly marked in black and white, with prominent white patches that resemble eyes. Their real eyes are much smaller and located away from the fake eye-spots.
Killer whales eat fish, squid, seals, and other whales, but are not above consuming a meal of human or demihuman fare.",Swimming 90ft.,,,"basic-fantasy, beast"
"Whale, Narwhal",Brute,12,,d4,0,60,STR,STR,"Narwhals are aquatic mammals resembling large dolphins with a single (or rarely, double) tusk protruding straight forward from the mouth.
The tusk is helical in shape, and they are sometimes cut short and sold as ""unicorn horns."" However, they have no particular magical value.
Narwhals are found in cold northern seas. They are not particularly aggressive.",Swimming 60ft.,,,"basic-fantasy, beast"
"Whale, Sperm",Predator,36,,d3,0,60,STR,STR,These creatures can be up to 60 feet long. They prey on giant squid.,Swimming 60ft.,Fire sound beam 50ft. Hit: Stun,,"basic-fantasy, beast"
"Wolf, Dire",Predator,4,,d4,60,,DEX,DEX,"Dire wolves are efficient pack hunters that will kill anything they can catch. Dire wolves are generally mottled grey or black, about 9 feet long and weighing some 800 pounds.",,,,"basic-fantasy, beast"
Wraith,Brute,4,,d4,0,90,STR,STR,"Wraiths are incorporeal creatures born of evil and darkness. In some cases, the grim silhouette of a wraith might appear armored or outfitted with weapons. This appearance does not affect the creature's AC or combat abilities but only reflects the shape it had in life.","Immune to sleep, charm and hold magic and non-magical weapons",Flying 60ft.,,"basic-fantasy, undead"
Wyvern,Predator,7,,d6,30,90,STR,STR,"A distant cousin to the true dragons, the wyvern is a huge flying lizard with a poisonous stinger in its tail. A wyvern’s body is 15 feet long, and dark brown to grey; half that length is tail. Its wingspan is about 20 feet. A wyvern weighs about one ton. They are built more like bats than lizards, having two legs and two wings; contrast this with true dragons, which have four legs and two wings.
Wyverns are of animal intelligence, but are excellent predators with good hunting abilities. When attacking they will make a loud hiss, or sometimes a deep-throated growl much like that of a bull alligator.
Wyverns attack nearly anything that isn’t obviously more powerful than themselves. A wyvern dives from the air, clawing at its opponent with its talons and stinging it to death.",Flying 90ft.,Hit: sting CON save vs. poison or die,Grab prey and carry off - grappled,"basic-fantasy, monstrosity"
,Predator,7,,1,30,90,STR,STR,,,,,
,Predator,7,,1,30,90,STR,STR,,,,,
,Predator,7,,1,30,90,STR,STR,,,,,
,Predator,7,,1,30,90,STR,STR,,,,,
,Predator,7,,1,30,90,STR,STR,,,,,
,Predator,7,,1,30,90,STR,STR,,,,,
,Predator,7,,1,30,90,STR,STR,,,,,
